	BacDMH6301	BacDMH6302	BacDMH6303	BacDMH6304	BacDMH6305	BacDMH6306	BacDMH6307	BacDMH6308	BacDMH6309	BacDMH6310	BacDMH6311	BacDMH6312	BacDMH6313	BacDMH6314	BacDMH6315	BacWMH6302	BacWMH6303	BacWMH6304	BacWMH6305	BacWMH6306	BacWMH6308	BacWMH6309	BacWMH6310	BacWMH6311	BacWMH6312	BacWMH6313	BacWMH6314	BacWMH6315	BacDMH63ZH01	BacDMH63ZH02	BacDMH63ZH03	BacDMH63ZH04	BacDMH63ZH05	BacDMH63ZH06	BacDMH63ZH07	BacDMH63ZH08	BacDMH63ZH09	BacDMH63ZH10	BacDMH63ZH11	BacDMH63ZH12	BacDMH63ZH13	BacDMH63ZH14	BacDMH63ZH15	BacWMH63ZH01	BacWMH63ZH02	BacWMH63ZH03	BacWMH63ZH04	BacWMH63ZH05	BacWMH63ZH06	BacWMH63ZH07	BacWMH63ZH08	BacWMH63ZH09	BacWMH63ZH10	BacWMH63ZH11	BacWMH63ZH12	BacWMH63ZH13	BacWMH63ZH14	BacWMH63ZH15	BacDWYJ01	BacDWYJ03	BacDWYJ04	BacDWYJ06	BacDWYJ08	BacDWYJ09	BacDWYJ11	BacDWYJ12	BacDWYJ13	BacDWYJ14	BacDWYJ15	BacWWYJ01	BacWWYJ02	BacWWYJ03	BacWWYJ04	BacWWYJ05	BacWWYJ06	BacWWYJ08	BacWWYJ09	BacWWYJ10	BacWWYJ11	BacWWYJ12	BacWWYJ13	BacWWYJ15	Bac2DWYJ01	Bac2DWYJ02	Bac2DWYJ03	Bac2DWYJ04	Bac2DWYJ05	Bac2DWYJ06	Bac2DWYJ07	Bac2DWYJ08	Bac2DWYJ09	Bac2DWYJ10	Bac2DWYJ11	Bac2DWYJ12	Bac2DWYJ13	Bac2DWYJ14	Bac2DWYJ15	Bac2WWYJ01	Bac2WWYJ02	Bac2WWYJ03	Bac2WWYJ05	Bac2WWYJ06	Bac2WWYJ07	Bac2WWYJ08	Bac2WWYJ09	Bac2WWYJ12	Bac2WWYJ13	Bac2WWYJ15	Bac2DMH6301	Bac2DMH6302	Bac2DMH6304	Bac2DMH6305	Bac2DMH6306	Bac2DMH6307	Bac2DMH6308	Bac2DMH6312	Bac2WMH6301	Bac2WMH6302	Bac2WMH6303	Bac2WMH6305	Bac2WMH6306	Bac2WMH6307	Bac2WMH6309	Bac2WMH6310	Bac2WMH6311	Bac2WMH6312	Bac2DMH63ZH01	Bac2DMH63ZH02	Bac2DMH63ZH03	Bac2DMH63ZH04	Bac2DMH63ZH05	Bac2DMH63ZH06	Bac2DMH63ZH07	Bac2DMH63ZH08	Bac2DMH63ZH09	Bac2DMH63ZH10	Bac2DMH63ZH11	Bac2DMH63ZH12	Bac2DMH63ZH13	Bac2DMH63ZH14	Bac2DMH63ZH15	Bac2WMH63ZH01	Bac2WMH63ZH02	Bac2WMH63ZH03	Bac2WMH63ZH04	Bac2WMH63ZH05	Bac2WMH63ZH06	Bac2WMH63ZH07	Bac2WMH63ZH08	Bac2WMH63ZH09	Bac2WMH63ZH10	Bac2WMH63ZH11	Bac2WMH63ZH12	Bac2WMH63ZH13	Bac2WMH63ZH14	Bac2WMH63ZH15	BacDBS01	BacDBS02	BacDBS03	BacDBS04	BacDBS05	BacDBS06	BacWBS01	BacWBS02	BacWBS03	BacWBS04	BacWBS05	BacWBS06	Bac2DBS01	Bac2DBS02	Bac2DBS03	Bac2DBS04	Bac2DBS05	Bac2DBS06	Bac2WBS01	Bac2WBS02	Bac2WBS03	Bac2WBS04	Bac2WBS05
Bac2WMH63ZH03	33.1476886177	167.037467947	69.8322826573	35.2954537228	63.0908798206	42.9626269631	50.4074589515	69.810033564	42.3860034614	39.3622841297	37.2082953032	40.291451242	149.161299937	89.7960571271	85.0344514658	23.3121643117	27.0584814305	30.3524942497	21.2418449915	26.2891701268	24.8655536021	30.3538080646	24.5918235304	27.1755304158	31.1070054604	27.3462718412	28.7665969273	24.4833972677	77.7261644952	142.982829341	165.031678114	325.62375354	231.687199329	61.9271741358	352.392357131	346.414887363	45.3918193744	570.392092909	153.994874366	155.523147976	118.682319779	117.997664032	43.2230744476	68.4399764226	131.426413152	187.751458842	1280.13584053	74.0299638969	601.57760469	91.1165876752	781.565823327	46.7400857569	51.1089716283	438.606702335	166.151227848	54.9789694358	242.336284721	262.244574914	213.117980411	125.334547725	197.635192981	176.945023909	99.4756092029	42.3313114739	162.384417391	106.187855091	79.0250803244	45.7619114099	140.028727936	35.4989500248	21.0768820779	19.5439888386	20.4426066553	23.2258235792	20.313308306	23.1410530827	22.4474463031	18.4821297913	21.4952912713	20.8871999152	23.6663935597	21.7685350967	17.0238965693	16.5027206045	16.9149160934	23.2466839761	26.1065099565	17.6635697843	18.4325797643	22.8430026278	16.5629922462	16.0751070927	16.3225278516	17.4396032568	16.9977785004	17.2320482955	19.7021561852	14.6606593669	16.160518086	18.1292206008	18.3250284539	18.8533270975	12.8664112504	16.7828310033	18.2812205317	18.5168781954	17.4865118555	17.3731445618	32.6062190529	78.9702244467	13.6901008698	25.3598060516	19.3085437479	88.1691741739	70.1538630957	16.4274543684	13.9293288188	14.0828152342	15.1020657242	16.3643767436	18.0506893742	16.5901945587	15.5453049929	15.1098012451	16.291669154	15.551093509	18.5888042409	17.4705928259	38.2125256717	45.1338840505	16.1583873026	15.2448058461	35.7925383951	16.8637421197	16.472106768	23.9449874025	41.5683472088	23.5097219087	20.4784940806	29.9041791218	16.6699972483	28.6747826913	36.4166225505	0.0	122.919452209	36.6819888421	30.0214163485	26.1184869959	23.8207080313	17.7225862082	19.6438869242	41.8726055408	26.7151922975	57.215298494	25.5165161432	34.6974542767	150.7154294	567.337111655	114.995350376	153.655924618	116.02662117	241.974669009	226.219587041	140.198300806	152.215485885	83.2075535117	123.360205811	150.569934513	57.3542655021	62.3507661685	62.488440014	67.4561899692	45.8887087002	53.2514812374	77.9417684087	52.7819335054	54.6919965674	77.5518796621	65.7300596072
Bac2WMH63ZH04	139.206601149	213.802055958	152.004797215	140.012665073	149.123687043	140.917865139	144.168143298	149.298371001	140.990272539	140.604053062	140.533164299	141.355175998	200.33921908	160.967853583	158.55872798	134.598666057	136.093170874	136.609471814	136.377635686	137.258464854	135.66106641	138.458207529	136.767031273	138.035361952	138.183967946	137.542893607	138.05072742	137.630112716	152.222979955	193.803738618	210.369833221	348.609346754	263.916250876	144.7147097	355.157874106	355.446502094	124.218449625	583.436869862	201.57814921	202.026952857	176.329018512	162.305650191	134.882332175	134.949585374	182.71269533	225.37303	1285.40515661	144.614344262	615.892078413	152.08040824	792.00300972	127.262175578	138.963081042	456.686176555	210.99509601	140.918146396	256.384834554	286.336874849	251.321567905	184.602152287	239.603250039	222.600077564	167.600916328	139.977487534	208.739851645	169.866240697	151.257932381	139.385030218	192.204379744	131.8454101	129.776829766	128.197790567	133.536478809	130.339903879	132.33228446	135.107362585	134.159754026	132.835716515	131.453806126	134.921711044	132.925756713	135.899172553	118.686767769	126.648452175	117.715555338	106.345737464	113.130255756	115.997556511	114.917349633	106.628487531	122.131940764	124.133665233	122.724012332	128.562635288	119.283461782	127.463949531	111.876287478	126.644929076	131.565635095	131.940092091	130.102653952	133.415488343	127.030041212	125.232339285	132.785086011	131.491150322	125.610520708	129.655483343	98.4986637741	78.7930109874	121.932699954	104.447308241	112.087571089	37.9814027975	61.9040411839	115.549849357	113.372625921	127.184613904	123.044810478	125.338372885	130.982825152	115.211626198	128.341768338	123.052806747	129.735193468	124.051249752	112.977302177	118.267203736	123.884388948	80.5974968118	127.194863644	131.452478508	130.368824886	118.265679246	127.528190674	105.101854399	95.4663145722	119.08609242	128.495258507	107.310491385	128.710019013	98.7670807238	88.6097342484	122.919452209	0.0	94.9605931615	114.561239118	101.481164768	114.01366226	113.441340124	108.011740514	84.5730770308	98.1785461548	67.9235941002	107.236813491	92.5419438364	183.116391837	577.765871967	161.367980989	199.264748852	161.475764768	269.392714153	258.071912316	182.61114211	199.783178912	152.649108878	179.255774086	197.250715433	134.276008628	133.787230211	136.048281688	130.783548026	130.784563281	132.175199648	141.444263647	133.969006566	136.428941729	142.855414396	135.531540894
Bac2WMH63ZH05	53.4490040225	170.853074742	80.9236683663	55.1469869277	75.5263816993	59.0700816793	65.2614672919	79.6245606919	59.211491352	57.200629779	56.3157683018	58.6000603992	153.952060072	97.8431291925	93.8473008273	47.006677501	48.9891229885	50.8353089835	47.9739941291	49.8161223526	48.1108000382	52.240930082	48.650839136	50.9052043233	52.0652133629	50.4456620287	51.3916458564	49.3098732206	85.5441093693	147.596007483	167.980923749	326.057582428	232.749782143	71.716893854	347.94080527	343.351752478	54.6717038086	570.988964958	157.887146346	158.819374412	123.379700151	118.166944622	56.5074505685	72.2019154387	136.531146257	190.330613659	1280.50643205	80.5121496873	603.070272953	94.9332762951	782.392280266	53.9485745836	63.1434932409	440.098834343	170.379781986	67.1071164421	239.285095199	263.062712262	216.919166946	132.345381807	202.234695897	182.463883323	108.074405037	58.7268524291	166.757694707	112.360720398	85.8940408463	59.7499659585	144.808345688	50.4213981575	41.9882604097	40.7450154719	45.1006900214	43.3882934829	43.9203821644	47.0590273828	45.9209656036	45.1173378123	43.8042754057	46.3289438329	45.3820257368	47.1042528742	33.1633395339	39.1732136505	32.4276465411	25.5587469901	33.1927733723	30.2077974176	30.243051888	25.3042346686	35.5162300398	37.170027608	36.1761875789	40.8510280161	33.4924340421	39.9353715028	28.067949281	38.5968532055	42.5423801442	43.2577319097	42.1424399807	44.7191782151	38.1864078933	37.9356821703	44.3683330079	43.1417855125	35.653367668	41.0595212338	26.3933641663	61.1262287071	35.8385487636	25.7755383934	28.6164335828	62.9363599277	47.4142895366	30.7823433083	29.5487520653	39.414392952	34.96193791	38.1855527804	42.4870577334	30.1912751179	40.5448298036	35.0634718704	41.4601443835	36.9684934002	28.9368916536	33.1112516982	46.0817665958	26.6347207188	39.4976064187	43.5070326496	48.7832028997	32.6303760486	39.7950770444	25.1765756755	30.86392299	35.238486905	41.6032704711	29.6791660873	40.9716047884	20.9793512051	22.1644188999	36.6819888421	94.9605931615	0.0	34.3356875775	21.2917803175	30.5429631164	27.8642188443	25.0900009034	23.0702198078	23.7523138448	33.285127427	25.3051823003	23.2348046776	148.884822926	565.432762964	114.942515478	155.954929269	115.86608126	241.83715394	227.297438843	141.807145348	155.468943133	89.5184413261	128.511278442	154.123207602	63.8488210009	66.0648167135	68.2700267069	67.9148787533	54.4126603491	58.9641063431	81.0921565354	60.878760544	63.689041407	80.9533160609	68.382605054
Bac2WMH63ZH06	43.4885110716	169.984693546	75.7406864987	45.4427041625	69.3726743905	51.1873178656	57.6916521653	74.9968020298	50.9592885549	48.2857158312	46.9348210435	48.8890593025	152.309772016	93.6709627055	89.3546945655	35.1649074393	37.564300027	40.5762150317	35.5145726611	38.4709298816	36.2668028258	41.5814269142	36.3267652663	39.9019798523	41.5679209109	39.7341730285	41.2894141509	37.4870579293	82.4971430513	147.106960219	167.442130818	326.934494503	233.581380113	67.6232824669	352.182890118	347.058048068	55.7760361771	570.929428343	157.28094281	157.731112791	121.183545684	119.954245612	49.9962848228	69.7776969163	134.305765599	189.102132607	1280.29230261	76.9723018464	602.464133648	93.0758874391	781.884702282	51.645758397	57.7261862291	439.327253066	168.015919659	61.692066276	242.053461347	262.806034271	214.842523948	128.298205061	199.472846828	178.388438961	103.262668284	50.0677516751	164.353021393	110.090615786	83.7723380278	54.4226586959	142.896934044	44.3071743845	31.7976671557	30.5580426167	33.3732900987	33.0040037879	32.516642461	35.8126763005	34.107288263	33.7657937611	32.4330461644	33.8850735757	34.8933929456	34.7047688446	26.7952152198	29.2729448092	23.9281759242	24.6818477487	31.5039379051	24.7998591138	22.9294227379	22.4402512206	27.7752693468	26.5848852931	26.0746564009	27.6749659881	22.3632995157	27.6095698059	22.5062739294	28.4818038487	30.8809978574	31.2420927093	30.2124931832	32.1070436405	28.3168660821	28.2204672263	32.4752122204	31.6417953427	26.6912292572	30.1928133643	35.916880326	76.9095311674	28.5426926581	27.9338075174	27.1481841634	81.7928235364	66.3249115253	26.962697332	27.6165445796	28.6895458729	27.5206451563	28.537083219	31.0147153596	24.6838038127	28.2641986362	28.5028067471	30.9719759211	26.435004204	26.8332969163	27.394293367	44.607645316	40.5385564787	29.4152268591	32.8544691698	43.8584180191	26.8776510419	29.6561018013	28.1373950991	42.1370490585	32.0245750018	32.5239096899	33.2746654311	30.6423801412	29.6088572977	36.2207276822	30.0214163485	114.561239118	34.3356875775	0.0	24.947228047	13.2188709997	25.1614497907	24.514613183	36.8321689419	28.793733421	54.7763320338	28.9968786556	33.3834662704	152.041915819	567.933849238	117.217844236	156.016331656	118.166813415	243.343037165	227.724112538	141.74514695	154.667053065	87.2846108103	126.152304066	152.745729135	61.8101753725	66.1334267489	66.3515703437	69.8567959034	51.241243034	57.7043668701	80.7948270061	57.7474282297	59.599485114	80.693720358	68.8036079837
Bac2WMH63ZH07	44.6336169806	171.459046128	77.6054946339	46.873034304	71.4422875594	52.6047791612	59.2903847246	75.8695346647	51.6235413084	49.60483629	48.5414710065	51.0476375177	153.936548071	95.3503374575	90.7540993139	36.3851465934	39.0008884918	41.8855028761	36.9695938706	40.0823029722	37.341352461	43.2061072704	37.8647626167	41.6147812528	43.0960626424	40.9101965662	42.8621690245	38.7110229371	83.5163288335	148.256489401	168.888283166	327.610994184	234.702807668	68.2152907738	351.389573396	346.856154439	52.9590336343	571.146294206	158.602889153	158.63513495	123.236121811	118.858261168	49.3034023974	70.1647020854	135.025844513	189.719163711	1280.57810135	78.1149807948	602.725615902	94.8598471753	782.042752382	50.5178389379	59.0787099353	439.496434295	168.808194354	63.4882839749	242.580488796	263.057602685	215.169927042	128.888619138	199.852061256	180.632979633	103.670165661	50.6709256891	164.595541923	110.093974551	83.3523655536	54.1861148282	142.753172315	43.7960117895	30.8880107792	29.2671335535	33.2904494006	33.2500133486	32.4381009828	36.6370839002	34.7095633742	34.4606192657	32.2724237934	34.905179346	35.0467388467	35.5229076837	18.2706621186	25.8901098402	17.3022214281	8.33767258918	21.0429912899	15.5808470681	15.6325448091	7.94093053014	21.5430031365	23.3811794401	22.3876695889	27.6585641154	18.7968882913	26.9434756795	11.7681015148	25.7850597253	30.7783632871	31.0007225138	29.1064096041	32.3762910785	26.915540769	24.461826149	31.8428740633	30.4924295794	25.1475244323	28.6312871796	20.9202989921	64.1256576782	21.8629650576	10.050445991	12.9208061296	66.3408620297	50.159104007	16.2070656009	16.5750397017	26.347636623	22.4599988834	24.412662116	30.1132505068	14.8110604847	27.4178333161	22.8175527723	28.9322095139	22.9533928163	13.7652606846	19.2991343287	39.8570380456	23.1005039946	26.4784978238	31.7731662578	41.5401943072	18.1517740329	26.7386403911	8.38476461323	27.1911962281	25.2712774128	30.8988131934	21.2292838147	28.2181220139	6.75672092938	15.1094988159	26.1184869959	101.481164768	21.2917803175	24.947228047	0.0	19.2919328351	13.3378524907	8.44692277071	22.229679767	14.3300615241	38.4290656486	17.8874841285	14.0627105402	149.89943316	567.495860328	115.198984884	155.490577994	116.120498806	242.592504273	227.261856185	140.415363517	154.366637854	86.4395924974	125.79874806	152.247401993	59.4886908253	63.6916912248	64.1142567631	66.6409280823	48.7119443267	55.1622785232	78.7715501211	55.5183580444	57.9271373005	78.8056127547	66.841421433
Bac2WMH63ZH08	39.2187621028	169.776382721	74.465756976	41.8560726796	68.0110793591	48.1159060791	54.9490529387	72.6416237192	46.9906967558	44.7444009069	43.6359236537	46.3278104624	152.259137279	92.6509540487	88.0603338318	31.1764379698	33.8835824701	37.2532125841	31.250252448	34.7318631769	32.3706941477	38.0940849199	32.2443761207	36.311944917	38.1274385603	35.3859678455	37.5791954279	32.925144629	80.9133988765	146.863985136	167.450021098	326.862086656	233.816981921	65.3260611909	352.581089431	347.043368624	53.3670383665	570.509342703	157.199764723	156.745925105	121.49920255	118.390470748	46.5215771625	70.0788313441	134.197281688	189.076309218	1280.34015608	76.7456957574	602.42464759	93.3458438144	781.718748345	49.918743105	56.4110185111	439.199578085	167.693109514	60.6780580961	243.25661987	263.038770818	213.511645955	126.471629012	198.241031682	177.992019137	100.809780128	46.1879765339	162.942614092	107.123424672	80.0334639423	49.8504645408	140.667379185	41.2013504284	26.8412806723	25.7621742405	28.0073688873	29.1339488667	27.2931576197	31.4935450518	29.5463128678	29.3351067724	27.8816056521	29.2293157624	30.4233296869	29.6654027625	19.367743303	22.4699323523	16.8159345311	17.92745953	24.9396513201	17.3172991955	15.629032097	16.2999041363	20.47572017	19.9747162176	19.1202345658	21.8738831086	15.8924532504	21.0437562237	15.6164301402	21.5942595131	25.0014580128	25.4144945129	24.2038639902	26.3365934214	22.0707603196	21.4371920596	26.5268953786	25.5188040048	20.6313758833	23.9082522089	30.7784650359	73.5489327944	21.4443513304	21.0638278391	19.6981613678	80.1861780507	63.4538435314	19.6635368106	20.9647083194	22.4225373922	20.6262451572	21.8754270339	25.2134961747	17.4551688786	22.2305500897	21.5655355629	24.8284295283	19.846664207	19.3756484324	20.0696424942	39.0318648161	37.2861397788	22.5499676125	27.0448347203	38.3360239505	18.9289609983	22.905526924	21.420836864	37.172339571	25.2706124122	25.9871158115	26.7766746601	23.6378476168	23.6210389828	31.6139558365	23.8207080313	114.01366226	30.5429631164	13.2188709997	19.2919328351	0.0	17.3557315817	17.4883794795	34.6800812757	24.8495963381	52.2072444505	22.1159950825	29.0231225278	150.187414618	567.010726506	114.986697963	154.132793315	115.938359352	241.845040061	226.412599078	140.168299235	152.855877459	84.5207185445	124.400005956	151.229501558	58.6712855287	63.3327586708	63.6174920577	67.4405955731	47.6362913	54.4980143463	78.560092961	54.4734595564	56.6210337759	78.3179434046	66.5629612823
Bac2WMH63ZH09	35.1650587007	169.141006411	72.6485482373	38.0048536688	65.9981200923	45.150067051	52.5174945897	70.984471938	43.7623470067	41.4344796677	40.0098242819	43.4035780546	151.396121897	91.3282529255	86.6095374375	26.2524277897	29.4575877726	33.0861440115	26.1444831792	30.1166111389	27.4632728611	33.9448103782	27.3925038798	31.7946335257	34.0121188106	30.4764556169	33.3428794208	27.7176694267	79.1604542168	145.785224973	166.617854891	326.468973853	233.118195145	63.0441035972	352.062802176	346.550607886	50.1458668287	570.683072092	156.21292125	156.379136921	120.339490985	117.243500179	43.2745498635	68.965919091	133.359804698	188.551738227	1280.63977702	75.4008332968	602.231695005	92.9667538347	781.699772283	47.0004905509	53.9539446559	438.934996213	167.026586401	58.5297367758	243.318440994	262.663543529	212.500676325	124.816632993	197.583406257	178.757643184	98.9594010406	42.513664702	162.243905814	106.177973425	79.194600216	47.9722081753	140.358055932	36.8852395672	20.2760882936	19.0970347493	21.6897422691	23.7681359078	21.0243250579	25.9864358021	24.0235587564	24.103215163	22.0294062899	23.7604908179	25.0697028862	23.9113763854	7.84573196972	14.3523179094	8.4260734298	10.4026267068	18.4014117939	6.37605618406	9.53023570256	10.1406046061	10.3335053384	12.4427581922	12.1015879209	16.5318707111	9.1596768617	15.8614535947	6.80356815045	14.2279374905	19.0985238758	19.2696337988	17.4782391628	20.5783180159	15.8061604556	12.9544349328	19.9513172642	18.6740472195	14.2689108771	16.8624253626	26.1057025939	72.2309223323	12.0359390974	13.777818381	6.55118848566	78.0243550205	60.8756550942	8.21115366809	10.6288040592	14.9984221738	11.8867038672	13.0831195608	18.4780244856	5.48005850628	16.1360789451	11.2801614794	17.332818478	12.0256736233	6.27530443323	10.0928805798	36.3109899472	34.5226688896	14.7490812596	20.9737099157	35.7854887317	7.90592016776	14.9060924346	10.6352649195	33.1147748771	19.6035259703	21.5198721328	22.236404667	16.6274492934	16.2453794402	26.0116055296	17.7225862082	113.441340124	27.8642188443	25.1614497907	13.3378524907	17.3557315817	0.0	7.84574292191	32.8046095755	20.8728146666	49.1666079679	18.3184676807	24.2330401276	149.408525414	567.040564031	113.617359549	153.568618826	114.756041897	241.723375179	226.088700976	139.410670254	152.333818799	83.1135867907	123.394797117	150.437369304	55.6805422436	60.7684666399	61.0004766154	65.0794789592	44.0530847186	51.5018239427	76.4334474519	51.4723759555	53.782688564	76.299252827	64.3868731736
Bac2WMH63ZH10	39.476983627	169.918767605	74.5617329777	41.8563759057	68.0617761347	48.3759014477	55.4548001713	73.2423170718	47.3942022578	45.0055561596	43.6037196736	46.5832680087	152.237972954	92.9474770947	88.371418371	30.5485828004	33.6260664945	36.6682185848	30.7424780153	34.2585005797	31.7147993253	37.7436038197	31.9826998151	35.7366377518	37.8364931219	35.1136049119	37.160422197	32.5355588919	80.9815405106	146.456268215	167.480446788	326.942119506	233.66360926	65.2550227376	351.651028463	346.747065277	49.8688392851	570.944715689	157.015934806	157.432104988	121.45403956	118.139023595	45.6637598048	69.0343230015	133.703343711	188.941343233	1280.5567316	76.2169034655	602.353855641	93.4688500528	781.873024805	47.7209608775	55.6021871105	439.155336883	167.685673298	59.8610432237	242.55207576	262.667953122	214.281352353	127.271836734	198.848091241	179.622995539	101.709744917	46.5784836946	163.615106771	107.964490368	80.9410836164	49.9912415913	141.343097276	38.7303421242	24.8997949347	23.2977388393	26.8909180119	27.55315527	26.1317188144	30.4081958581	28.7178050007	27.9548821321	26.5831137157	28.6280531532	29.405025772	29.1903633307	12.1251593991	19.4267021814	11.6650964356	7.35645446664	18.6507163625	10.1802194466	10.894724958	6.63877985646	15.3936770155	17.1480317681	16.4798859343	21.5063638682	12.9857386345	20.8796086353	7.04426010093	19.246487069	24.2107271345	24.6012251073	22.8401431537	25.9180519469	20.3307733118	18.3512838138	25.3124430203	24.1414939344	19.6932853268	22.3327785989	21.5687139493	67.6547395256	15.3684613239	10.2391868829	7.80458705779	72.5897268416	55.5064838842	10.2368850063	10.4524130566	19.683342533	16.2616946551	18.118510893	23.6394983802	8.38981586092	20.9815766603	16.3973432761	22.3947115415	16.6787434773	8.38110549245	13.6400594934	36.6779694623	28.9941802286	19.932771096	24.9695316223	37.3034929187	12.3817185878	20.1468240227	7.47240330756	29.2669467373	20.6413796122	24.8028811663	20.2763896277	21.6905668674	11.2836895012	20.4354263737	19.6438869242	108.011740514	25.0900009034	24.514613183	8.44692277071	17.4883794795	7.84574292191	0.0	27.3892499896	15.5264808769	43.8860470622	17.4442379629	19.4112653565	149.514158363	567.2078073	114.183533245	154.324398588	115.225113095	242.051427848	226.547813289	139.76735887	153.131487132	84.3773600878	124.46690179	151.251320622	57.692491975	62.2837591263	62.6105178548	65.9810313973	46.3455547535	53.4630576439	77.6547484897	53.4530935092	55.8326482955	77.6583242645	65.7326460259
Bac2WMH63ZH11	59.8857523841	172.282454155	84.3343385067	60.9360404894	77.7678131143	64.5322034434	70.1042610849	83.3773972924	65.2774831607	62.5837439399	61.9607908512	63.6652721493	155.011985391	98.9758091798	96.8085724521	52.5686142631	54.5797345733	55.8512134586	53.9058847364	55.4280964608	54.0200430728	57.6391769699	54.7619765071	56.4210943211	57.6282280685	56.6598069084	57.0309175291	55.7124094178	88.650680511	149.030949779	168.631333591	326.676024948	232.983908858	75.9354501926	346.067405413	342.393128737	56.2346190527	571.225635358	158.475071304	159.934364338	121.667202954	119.329827479	60.2080531832	72.5880570508	137.228481714	190.901335099	1280.21049914	81.444901377	603.374661691	95.0705260669	782.652846922	55.4680236776	66.0436278323	440.433113254	171.204786526	69.6358323037	237.345494931	262.834932241	218.429395768	134.998888241	204.051452388	183.076332587	111.456851325	64.6202831029	168.644641482	116.60896926	90.5708567454	66.0066261585	146.508392595	54.6520244791	48.4530411233	46.2915876726	51.7093999411	48.6798859538	50.5491885159	53.3319752324	52.4302826546	50.9257342397	49.9741820307	52.6524599021	51.5857828897	53.8428826234	37.9883425907	45.1718553832	36.6142685823	26.2276148228	36.1070358358	35.463811925	33.2640975042	26.2672986911	41.1632750786	42.4366794148	40.9147295392	46.68541892	37.866716747	45.3594690025	31.1936729577	44.9989239637	49.6824128338	50.2562681238	48.688824084	51.655372335	45.3137052575	44.1637089532	51.1529210868	49.9734057166	44.3720494078	48.0954213248	25.161926371	55.8568060427	40.5552472575	25.8899406897	31.7823018902	50.7711053792	37.3771913435	34.7353141955	33.2224622481	45.5090935162	41.7023046129	44.1428768112	49.1180299699	34.3922339212	46.6828085827	41.8376956956	47.9685645673	42.6551477768	32.1790971651	37.5156492018	51.4277689984	15.0842426076	45.6346337889	49.7081967891	55.0919981956	37.3601655312	45.8978294994	25.9252758535	28.676334285	39.9727100161	47.0390285512	31.75167844	47.1570704377	20.6667819925	15.2601408916	41.8726055408	84.5730770308	23.0702198078	36.8321689419	22.229679767	34.6800812757	32.8046095755	27.3892499896	0.0	21.3239090687	23.9883018796	29.6804270975	18.5248382445	150.84057821	567.502810272	117.814710493	159.400514408	118.587165115	244.342398124	229.701104287	143.924189655	158.76197162	94.0827655847	131.682405376	156.772313849	67.7977811827	70.5139672973	72.1320972609	71.6558199615	59.5148578208	64.4194148135	84.2690769557	65.3976658667	68.0771252495	84.6506738818	73.6905262347
Bac2WMH63ZH12	48.9325524591	170.876481954	78.8191253864	50.5232413625	73.0617595241	55.8679295169	62.214141312	77.991378885	55.3056546917	53.2661243722	51.9747708944	54.4667339359	153.507169911	96.8883343171	92.3003935269	41.2202738253	44.1253632069	46.0831296656	41.3183350325	44.2369531659	42.5606461808	46.9773257263	43.136064498	45.1316811833	47.3315327366	45.1144937833	46.2687716499	43.5682368958	84.8277892384	146.740922817	168.635815606	327.06773996	233.86204066	70.2621827001	349.899443586	345.406195285	48.0747668807	571.178846612	157.537990647	159.269749333	123.923285418	119.138578836	52.8840887934	71.8696460952	135.084180383	190.180379765	1280.58814542	79.4465654159	602.551896996	95.5958730533	782.2810251	52.2445491673	60.5557212291	439.676858333	169.580633548	64.067406827	241.11701217	263.021868767	216.2766793	130.751779315	201.084503871	181.842118651	105.946302549	54.9603225398	166.077951349	112.125902527	85.8963148514	57.3930041218	144.39765905	46.5352525306	36.8008020789	34.8739839604	39.0012848224	38.257711231	38.1714349907	41.3302376208	40.3859245267	37.8228676664	38.0695733591	40.3096904203	40.2270830261	41.1659414565	25.5142377816	32.3186058221	24.5044639687	16.869827813	26.6186520653	23.2734933728	23.1421122661	16.3502457595	28.4556002502	30.0100110113	29.1769769755	33.998438013	25.5468805924	33.3718456754	19.8100782853	31.6697092017	35.9761834265	36.8446083719	35.3610984053	38.2019493481	31.0829215773	31.1114172793	37.5007020379	36.6847931091	31.9448332849	35.0072332632	19.9475511202	62.4935412145	27.7389013652	17.3489929199	20.5601338656	63.5797132183	48.0452373008	22.4494502171	17.1491395842	31.6531923963	29.1498517667	31.03104514	36.2579413994	21.5593123672	33.0977402667	28.7464393654	34.5848683603	29.6403037005	20.9895071525	25.3500093666	43.5997258255	22.263466543	32.5843239908	35.9758975488	45.7572340937	25.493470401	33.0466764822	16.2791437736	28.9928618078	30.5577918769	36.0422600218	25.7874902062	34.0707277532	14.9658991479	14.9244573394	26.7151922975	98.1785461548	23.7523138448	28.793733421	14.3300615241	24.8495963381	20.8728146666	15.5264808769	21.3239090687	0.0	33.6080248931	21.9021423759	17.1061818655	150.889348596	567.868890972	116.682113911	156.887724424	117.569079298	243.409500223	228.21267182	141.79212565	155.83173747	88.8913350045	127.709089239	153.764946267	62.670304036	66.5914504776	67.0116049177	69.240328011	52.6065041638	58.6889140153	81.0845311905	58.9943888849	61.3434133044	81.3488050321	69.6447939383
